event_id;date_x;publisher;ticker;studio;is_rockstar;game;franchise;event_type;sentiment;impact_expectation_manual;source_url;notes;adj_close;return;market_return;trading_date;AR_event;CAR_m1_p1;CAR_0_1;CAR_0_3;CAR_0_5;impact_label;impact_label_num;impact_high;event_date;date_y;trend_gta;trend_gta6;trend_gtavi;trend_rockstar;trend_gta_mean;trend_gta_z;trend_gta6_z;trend_gtavi_z;trend_rockstar_z;trend_gta_mean_z
EA_2017_BATTLEFRONT2_RELEASE;2017-11-17;Electronic Arts;EA;DICE;0;Battlefront II;Star Wars;Release;negative;high;https://www.ea.com;Battlefront II microtransaction backlash (-10%);105.8050308227539;-0.0249102821191421;-0.0026259630899742;2017-11-17;-0.0231303115609228;-0.0292174450216832;-0.0231303115609228;-0.0354183457836212;-0.0439547829289208;Medium;1;0;2017-11-17;2017-11-17;;;;;;;;;;
RDR2_2018_GAMEPLAY;2018-08-09;Take-Two;TTWO;Rockstar;1;RDR2;Red Dead;Trailer/Reveal;positive;high;https://www.rockstargames.com;Gameplay trailer;125.1999969482422;0.0020008003689953;-0.0014416744645237;2018-08-09;0.0028090214213166;0.059820353931297;0.0376995011797715;0.0376995011797715;0.0366622332273598;High;2;1;2018-08-09;2018-08-09;62.0;54.25;39.5;36.75;51.91666666666666;0.20921183970046792;0.9459909551264687;1.1598822956223436;-1.06763975631163;1.0839524824688846
TTWO_2018_RDR2_RELEASE;2018-10-26;Take-Two;TTWO;Rockstar Games;1;Red Dead Redemption 2;Red Dead;Release;Positive;High;https://www.rockstargames.com/newswire/article/54296;Launch of RDR2 with massive sales expectations.;120.05999755859376;-0.005302397728501;-0.0173272640399783;2018-10-26;0.0104280133410107;0.0800678043440273;0.0104280133410107;-0.0534214611344888;0.0697741032377475;High;2;1;2018-10-26;2018-10-26;74.0;41.5;29.25;43.0;48.25;1.4522957804449936;-0.36349412964412475;-0.2609225550784886;-0.16913105050481303;0.4755509390321232
EA_2019_APEX_LAUNCH;2019-02-04;EA;EA;Respawn Entertainment;0;Apex Legends;Apex Legends;Release;Positive;High;https://www.ea.com/games/apex-legends/news;Surprise launch of Apex Legends, free-to-play battle royale with strong early adoption.;85.97994995117188;-0.0305854802064906;0.006776236617404;2019-02-04;-0.0365754965764646;0.0053947224209663;0.0053947224209663;-0.0703694151111854;0.0892050561196326;Low;0;0;2019-02-04;2019-02-04;;;;;;;;;;
EA_2019_ANTHEM_RELEASE;2019-02-22;EA;EA;BioWare;0;Anthem;Anthem;Release;Negative;High;https://www.ea.com/games/anthem;Launch of Anthem with significant technical issues and disappointing reception.;93.26242065429688;-0.0097049641324546;0.0064111023949868;2019-02-22;-0.0153932332280125;-0.0308146775829203;-0.0153932332280125;-0.0174267778493649;0.0037354456238253;High;2;1;2019-02-22;2019-02-22;;;;;;;;;;
ATVI_2019_CODMOBILE_LAUNCH;2019-10-01;Activision;ATVI;TiMi Studios;0;Call of Duty: Mobile;Call of Duty;Release;Positive;Medium;https://www.callofduty.com/mobile;Global launch of Call of Duty: Mobile expanding the franchise to mobile.;94.0694351196289;-0.0109383519266331;-0.0122583733729132;2019-10-01;-0.0011981481980102;0.0052785350795628;-0.0126329857237364;-0.0173334143785359;-0.0173334143785359;Low;0;0;2019-10-01;2019-10-01;;;;;;;;;;
UBI_2019_GHOSTRECON_BREAKPOINT_LAUNCH;2019-10-04;Ubisoft;UBI;Ubisoft Paris;0;Tom Clancy's Ghost Recon Breakpoint;Ghost Recon;Release;Negative;High;https://news.ubisoft.com/;Launch of Breakpoint with weak reception leading to later profit warning (-31%).;;;;2019-10-04;;0.0;0.0;0.0;0.0;Low;0;0;2019-10-04;2019-10-04;;;;;;;;;;
UBI_2019_UBI_PROFIT_WARNING;2019-10-24;Ubisoft;UBI;Ubisoft;0;Multiple titles;Portfolio;Major Announcement;Negative;High;https://news.ubisoft.com/;Ubisoft issues profit warning and delays several titles after underperformance.;;;;2019-10-24;;0.0;0.0;0.0;0.0;Low;0;0;2019-10-24;2019-10-24;;;;;;;;;;
ATVI_2019_CODMW_RELEASE;2019-10-25;Activision;ATVI;Infinity Ward;0;Call of Duty: Modern Warfare;Call of Duty;Release;Positive;High;https://www.callofduty.com/mw/news;Major franchise reboot for Call of Duty with strong sales expectations.;93.64163970947266;0.0034384317716393;0.0040727005061091;2019-10-25;-0.0003173797421907;0.0005263786605422;-0.0003173797421907;-0.0010631387024568;-0.0032597159134173;Low;0;0;2019-10-25;2019-10-25;;;;;;;;;;
TTWO_2020_RDR2_PC_STEAM;2019-12-05;Take-Two;TTWO;Rockstar Games;1;Red Dead Redemption 2;Red Dead;Release;Positive;Low;https://store.steampowered.com/app/1174180/Red_Dead_Redemption_2/;RDR2 becomes available on Steam for PC players, expanding audience.;123.97000122070312;0.0164808310209831;0.0015002511791302;2019-12-05;0.014525542839824;-0.0123654324638195;0.0034619084242844;0.0034619084242844;-0.004716047465225;Medium;1;0;2019-12-05;2019-12-05;59.5;40.25;32.5;49.75;44.083333333333336;-0.04976398128797493;-0.4918750203079084;0.1895765439242143;0.8012583517665492;-0.21581445123692528
ATVI_2020_WARCRAFT3_REFORGED;2020-01-28;Activision Blizzard;ATVI;Blizzard;0;Warcraft III: Reforged;Warcraft;Controversy;Negative;Medium;https://news.blizzard.com/;Release of Warcraft III: Reforged with strong community backlash over quality issues.;108.7996826171875;0.012120168169631;0.010053584595046;2020-01-28;0.0034217482624042;0.0033706724259529;0.0065182977779353;-0.0206212565148222;-0.0206212565148222;Low;0;0;2020-01-28;2020-01-28;;;;;;;;;;
ATVI_2020_WARZONE_LAUNCH;2020-03-10;Activision;ATVI;Infinity Ward;0;Call of Duty: Warzone;Call of Duty;Release;Positive;High;https://www.callofduty.com/warzone;Launch of free-to-play battle royale Warzone with rapid user growth.;100.51571655273438;0.024273838855868;0.0493963062815614;2020-03-10;-0.0169374442895101;0.0015695761560847;0.0017768768278367;-0.0347950965124961;-0.0347950965124961;Low;0;0;2020-03-10;2020-03-10;;;;;;;;;;
NTDOY_2020_ANIMALCROSSING_RELEASE;2020-03-20;Nintendo;NTDOY;Nintendo EPD;0;Animal Crossing: New Horizons;Animal Crossing;Release;Positive;High;https://www.nintendo.com/;Release of AC: New Horizons, massive success during early COVID period.;12.65999984741211;0.0119903769613025;-0.0433595123084619;2020-03-20;0.0399843747546417;-0.0021575854330593;0.0399843747546417;0.0755048286239914;0.0620240030972967;Low;0;0;2020-03-20;2020-03-20;;;;;;;;;;
EA_2020_FIFA_ULTIMATETEAM_REVENUE;2020-05-05;EA;EA;EA Sports;0;FIFA Ultimate Team;FIFA;Major Announcement;Positive;Medium;https://ir.ea.com/;Earnings call emphasizing record revenue from FIFA Ultimate Team microtransactions.;116.29608154296876;0.0237954209160089;0.0090405563857973;2020-05-05;0.0159341685002976;0.0129723147901376;-0.0145548123325753;-0.0274922466841733;-0.0274922466841733;Medium;1;0;2020-05-05;2020-05-05;;;;;;;;;;
UBI_2020_SKULLBONES_DELAY;2020-07-12;Ubisoft;UBI;Ubisoft Singapore;0;Skull and Bones;Skull and Bones;Delay;negative;medium;https://www.ubisoft.com;Another delay announcement;;;;2020-07-12;;0.0;0.0;0.0;0.0;Low;0;0;2020-07-12;2020-07-12;;;;;;;;;;
TTWO_2020_CODEMASTERS_LOSS;2020-11-06;Take-Two;TTWO;; ; ;TTWO;Corporate Event;negative;high;https://ir.take2games.com;Lost Codemasters bid to EA (-23%);175.19000244140625;0.0385938466225679;-0.0002877151874185;2020-11-06;0.0383180915641334;0.0497876357515645;0.0383180915641334;-0.0599811905417861;-0.0556957280823057;High;2;1;2020-11-06;2020-11-06;67.75;41.0;25.0;59.5;44.583333333333336;0.8048562279738865;-0.4148464859096382;-0.8500367614666386;2.2029319328251837;-0.1328506044046394
UBI_2020_AC_VALHALLA_RELEASE;2020-11-10;Ubisoft;UBI;Ubisoft Montreal;0;Assassin's Creed Valhalla;Assassin's Creed;Release;Positive;Medium;https://news.ubisoft.com/;Major Assassin's Creed franchise entry and cross-gen launch title.;;;;2020-11-10;;0.0;0.0;0.0;0.0;Low;0;0;2020-11-10;2020-11-10;;;;;;;;;;
NTDOY_2021_SWITCH_OLED_ANN;2021-07-06;Nintendo;NTDOY;Nintendo;0;Nintendo Switch OLED;Switch;Major Announcement;Neutral;Medium;https://www.nintendo.com/switch/oled-model/;Announcement of the Switch OLED model with improved screen but no power upgrade.;14.520000457763672;0.0041494066015499;-0.0020218560598241;2021-07-06;0.0055132845378467;0.0013446156899905;0.0013446156899905;-0.0196065485719217;-0.0196065485719217;Low;0;0;2021-07-06;2021-07-06;;;;;;;;;;
ATVI_2021_LAWSUIT;2021-07-20;Activision Blizzard;ATVI;;0;;Activision;Controversy;negative;high;https://www.bloomberg.com;California lawsuit (-10%);137.67831420898438;-0.0012037069835816;0.0151626094378556;2021-07-20;-0.0141242299602947;-0.0240800696115371;-0.0238064302110385;-0.00450509033342;-0.00450509033342;Medium;1;0;2021-07-20;2021-07-20;;;;;;;;;;
ATVI_2021_DIABLO2_RESURRECTED;2021-09-23;Activision Blizzard;ATVI;Blizzard;0;Diablo II: Resurrected;Diablo;Release;Neutral;Medium;https://news.blizzard.com/;Launch of D2R with mixed expectations and some technical issues.;124.96345520019533;0.0117878350303526;0.0121347157844948;2021-09-23;0.0013695662961344;0.0043915437658398;0.0154886290982256;0.0154886290982256;0.063407145469011;Low;0;0;2021-09-23;2021-09-23;;;;;;;;;;
EA_2021_BF2042_BAD_RELEASE;2021-11-19;Electronic Arts;EA;DICE;0;Battlefield 2042;Battlefield;Release;negative;high;https://www.ea.com;Disastrous launch (-6%);129.3604736328125;-0.0359718120359676;-0.0013986655593032;2021-11-19;-0.0352060813436421;-0.0442568518754586;-0.0352060813436421;-0.0791054497718359;-0.0799897366341202;High;2;1;2021-11-19;2021-11-19;;;;;;;;;;
TTWO_2022_ZYNGA_ACQUISITION;2022-01-10;Take-Two;TTWO;; ;Zynga;TTWO;Corporate Event;negative;high;https://ir.take2games.com;Announced Zynga acquisition (-27%);142.99000549316406;-0.1312879696782101;-0.0014410312534549;2022-01-10;-0.1304803528286943;-0.1016562104295231;-0.1016562104295231;-0.048421344563482;-0.0642696848913866;High;2;1;2022-01-10;2022-01-10;73.0;55.5;35.0;32.5;54.5;1.3487054520496164;1.0743718457902525;0.5361143123878319;-1.6786256762602656;1.5125990244356964
ATVI_2022_MSFT_ACQUISITION_ANN;2022-01-18;Activision Blizzard;ATVI;Activision Blizzard;0;Corporate;Corporate;Major Announcement;Positive;High;https://news.microsoft.com/2022/01/18/microsoft-to-acquire-activision-blizzard/;Microsoft announces intention to acquire Activision Blizzard in a major industry deal (-26%).;131.0220489501953;0.026602205889034;-0.0183879456940073;2022-01-18;0.0414078941098595;0.0714283333742941;0.0714283333742941;0.1107256234354266;0.1107256234354266;High;2;1;2022-01-18;2022-01-18;;;;;;;;;;
TTWO_2022_GTA6_DEV-ANNOUNCEMENT;2022-02-04;Take-Two;TTWO;Rockstar Games;1;GTA VI;GTA;Major Announcement;Neutral;Low;https://en.wikipedia.org/wiki/Grand_Theft_Auto_VI#:~:text=Following%20years%20of%20speculation%20and,and%20Xbox%20Series%20X/S.;Annoucement of development after leak ;175.0;0.0734878874589923;0.0051569298644233;2022-02-04;0.0680976840098431;0.0781642242594172;0.0680976840098431;0.0716003441084209;0.0332307876839129;High;2;1;2022-02-04;2022-02-04;57.5;45.0;17.25;41.25;39.91666666666666;-0.2569446380787292;-0.004027635785530454;-1.9243038437038533;-0.4207134881307218;-0.9071798415059761
TTWO_2022_GTA5_NEXTGEN;2022-03-15;Take-Two;TTWO;Rockstar Games;1;GTA V (PS5/Xbox Series);GTA;Release;Positive;Medium;https://www.rockstargames.com/newswire/article/22887;Next-gen versions of GTA V and GTA Online released for PS5 and Xbox Series.;142.8800048828125;0.0074742455496457;0.0214085741708709;2022-03-15;-0.0131820028442446;-0.0629970690140629;0.0066090021877046;0.0002426546282161;0.0002426546282161;High;2;1;2022-03-15;2022-03-15;59.5;51.75;30.5;40.25;47.25;-0.04976398128797493;0.6892291737989014;-0.08765367084667981;-0.5644748810598125;0.3096232453675515
TTWO_2022_GTA_PLUS_SUBSCRIPTION;2022-03-29;Take-Two;TTWO;Rockstar Games;1;GTA Online;GTA;Major Announcement;Neutral;Medium;https://www.rockstargames.com/newswire/article/80479;Introduction of GTA+ subscription service for GTA Online players.;158.57000732421875;0.0132268838608227;0.0122565474275304;2022-03-29;0.0011676271906485;-0.0036080939154158;-0.009295414923935;-0.0258519668356961;-0.0258519668356961;Low;0;0;2022-03-29;2022-03-29;83.75;43.75;37.5;51.0;55.0;2.4623014822999205;-0.1324085264493141;0.8826520808514495;0.9809600929279126;1.5955628712679824
UBI_2023_AC_MIRAGE_ANNOUNCEMENT;2022-09-10;Ubisoft;UBI;Ubisoft Bordeaux;0;Assassin's Creed Mirage;Assassin's Creed;Trailer/Reveal;Positive;Medium;https://news.ubisoft.com/;Reveal of Assassin's Creed Mirage as a more classic AC-style entry.;;;;2022-09-10;;0.0;0.0;0.0;0.0;Low;0;0;2022-09-10;2022-09-10;;;;;;;;;;
GTA6_2022_LEAK;2022-09-18;Take-Two;TTWO;Rockstar;1;GTA VI;GTA;Leak;negative;high;https://www.nytimes.com/2022/09/18/technology/gta-6-leak.html;Massive gameplay leak (90 videos);;;;2022-09-18;;0.0001791679505396;0.0001791679505396;-0.032328980235763;-0.0744576915914617;Low;0;0;2022-09-18;2022-09-18;63.5;44.5;38.25;40.25;48.75;0.3645973322935336;-0.05537999205104392;0.9866134113905348;-0.5644748810598125;0.5585147858644091
UBI_2022_SKULL_AND_BONES_DELAY;2022-09-28;Ubisoft;UBI;Ubisoft Singapore;0;Skull and Bones;Skull and Bones;Delay;Negative;Medium;https://news.ubisoft.com/;Further delay of Skull and Bones after multiple postponements.;;;;2022-09-28;;0.0;0.0;0.0;0.0;Low;0;0;2022-09-28;2022-09-28;;;;;;;;;;
EA_2022_FIFA23_RELEASE;2022-09-30;EA;EA;EA Sports;0;FIFA 23;FIFA;Release;Positive;Medium;https://www.ea.com/games/fifa/fifa-23;Annual FIFA release with strong sales forecast.;113.68753814697266;-0.0149825739289265;-0.0150666957719832;2022-09-30;-0.0029215698546352;0.0067115935301542;-0.0029215698546352;0.0111634009798294;0.010340229449293;Low;0;0;2022-09-30;2022-09-30;;;;;;;;;;
NTDOY_2022_POKEMON_SV_RELEASE;2022-11-18;Nintendo;NTDOY;Game Freak;0;Pokémon Scarlet and Violet;Pokémon;Release;Positive;Medium;https://www.nintendo.com/;Launch of Pokémon Scarlet/Violet with strong sales but technical criticisms.;5.320000171661377;-0.0166358000534481;0.0047585819088147;2022-11-18;-0.0196399461459456;-0.0321603314483512;-0.0196399461459456;-0.058430089849103;-0.0243453018603288;High;2;1;2022-11-18;2022-11-18;;;;;;;;;;
NTDOY_2023_ZELDA_TOTK_RELEASE;2023-05-12;Nintendo;NTDOY;Nintendo;0;The Legend of Zelda: Tears of the Kingdom;Zelda;Release;positive;high;https://www.nintendo.com;TOTK launch success;5.599999904632568;-0.0294627516214736;-0.0015833068345566;2023-05-12;-0.0283813913577279;-0.0220005134825853;-0.0283813913577279;-0.0123685648892206;-0.0627729822820221;Medium;1;0;2023-05-12;2023-05-12;;;;;;;;;;
UBI_EARN_FY2023;2023-05-16;Ubisoft;UBI;Earnings;0;;;Earnings;;;https://www.ubisoft.com/en-us/company/investors/earnings;Full-Year 2022–2023 Results;;;;2023-05-16;;0.0;0.0;0.0;0.0;Low;0;0;2023-05-16;2023-05-16;;;;;;;;;;
ATVI_EARN_2023Q3;2023-10-04;Activision Blizzard;ATVI;Earnings;0;;;Earnings;;;https://investor.activisionblizzard.com/news-releases/news-release-details/activision-blizzard-announces-third-quarter-2023-financial;Q3 2023 Earnings;119.3560562133789;0.0097866622396116;0.0081097549571607;2023-10-04;0.0026946250244213;0.0099361857548793;0.0039619151414796;0.0117730338420931;0.0194297086411179;Low;0;0;2023-10-04;2023-10-04;;;;;;;;;;
UBI_2023_ASSASSINSMIRAGE_RELEASE;2023-10-05;Ubisoft;UBI;Ubisoft Montreal;0;Assassin's Creed Mirage;Assassin's Creed;Release;positive;medium;https://www.ubisoft.com;Mirage launch reception;;;;2023-10-05;;0.0;0.0;0.0;0.0;Low;0;0;2023-10-05;2023-10-05;;;;;;;;;;
UBI_EARN_H1_2024;2023-11-07;Ubisoft;UBI;Earnings;0;;;Earnings;;;https://www.ubisoft.com/en-us/company/investors/earnings;H1 2023–2024 Results;;;;2023-11-07;;0.0;0.0;0.0;0.0;Low;0;0;2023-11-07;2023-11-07;;;;;;;;;;
NTDOY_EARN_2023Q2;2023-11-07;Nintendo;NTDOY;Earnings;0;;;Earnings;;;https://www.nintendo.co.jp/ir/en/;Q2 FY2023 Earnings Release;5.989999771118164;0.0067226828798785;0.0028401189192852;2023-11-07;0.0049544292880389;0.0033587525042685;0.0160546041711139;0.0344669345438814;0.0344669345438814;Low;0;0;2023-11-07;2023-11-07;;;;;;;;;;
TTWO_2023_GTA6_TRAILER1;2023-12-05;Take-Two;TTWO;Rockstar Games;1;GTA VI;GTA;Trailer/Reveal;Positive;High;https://www.youtube.com/watch?v=QdBZY2fkU-0;Official GTA VI trailer release generating global hype.;156.75999450683594;-0.0050774502675421;-0.0005688697261614;2023-12-05;-0.0050891017224313;0.0043671472635293;0.0016066053357501;-0.023388155507788;-0.023388155507788;Low;0;0;2023-12-05;2023-12-05;64.75;41.25;44.0;47.0;50.0;0.494085242787755;-0.38917030777688144;1.7836502788568553;0.4059145212115498;0.7659244029451237
GTA6_2024_KEYART;2024-05-16;Take-Two;TTWO;Rockstar;1;GTA VI;GTA;Trailer/Reveal;positive;medium;https://ir.take2games.com;Official screenshots/key art;146.0800018310547;-0.0135062126909061;-0.0020816677921287;2024-05-16;-0.0120968114306425;0.0082829081682617;-0.0016888123495863;-0.0016888123495863;0.0181522402253608;Low;0;0;2024-05-16;2024-05-16;49.25;57.25;43.0;55.25;49.833333333333336;-1.1115648473405906;1.2541050927195496;1.6450351714714084;1.5919460128765481;0.7382697873343621
